Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2022-06-13,98.93000030517578,98.93000030517578,105.33000183105469,98.36000061035156,102.8499984741211,9587300,ABNB
2022-06-14,98.87000274658203,98.87000274658203,101.3499984741211,97.20099639892578,99.54000091552734,5915300,ABNB
2022-06-15,101.47000122070312,101.47000122070312,103.6500015258789,98.91999816894531,100.0199966430664,6260400,ABNB
2022-06-16,93.26000213623047,93.26000213623047,97.5,92.08999633789062,96.19000244140625,9435700,ABNB
2022-06-17,99.48999786376953,99.48999786376953,100.61000061035156,93.52999877929688,93.52999877929688,11288700,ABNB
2022-06-21,102.2699966430664,102.2699966430664,104.88899993896484,101.62000274658203,102.69000244140625,6532700,ABNB
2022-06-22,99.52999877929688,99.52999877929688,102.5,98.72000122070312,99.0,8986000,ABNB
2022-06-23,95.72000122070312,95.72000122070312,100.80000305175781,93.0199966430664,100.0,12340800,ABNB
2022-06-24,103.51000213623047,103.51000213623047,104.18000030517578,96.33000183105469,97.5199966430664,28790500,ABNB
2022-06-27,101.5,101.5,104.16999816894531,99.33000183105469,103.95999908447266,7352100,ABNB
2022-06-28,97.52999877929688,97.52999877929688,105.44999694824219,97.08999633789062,103.33999633789062,7744100,ABNB
2022-06-29,93.93000030517578,93.93000030517578,97.0,92.05000305175781,96.83000183105469,6522600,ABNB
2022-06-30,89.08000183105469,89.08000183105469,92.91000366210938,86.70999908447266,92.48999786376953,9007800,ABNB
2022-07-01,91.41000366210938,91.41000366210938,91.45999908447266,87.43000030517578,89.08999633789062,5992200,ABNB
2022-07-05,95.94000244140625,95.94000244140625,96.01000213623047,86.75,88.87999725341797,7648500,ABNB
2022-07-06,92.87999725341797,92.87999725341797,96.16999816894531,91.80000305175781,95.29000091552734,5703000,ABNB
2022-07-07,97.5,97.5,97.55000305175781,92.16000366210938,93.66000366210938,7480500,ABNB
2022-07-08,97.3499984741211,97.3499984741211,98.12000274658203,93.24199676513672,96.2300033569336,5666300,ABNB
2022-07-11,95.0999984741211,95.0999984741211,97.08999633789062,93.2699966430664,96.0,6041400,ABNB
2022-07-12,96.55000305175781,96.55000305175781,97.68599700927734,93.31999969482422,95.30000305175781,4170200,ABNB
2022-07-13,95.63999938964844,95.63999938964844,96.58899688720703,91.61000061035156,93.75,6967800,ABNB
2022-07-14,91.05000305175781,91.05000305175781,94.58000183105469,90.16999816894531,94.27999877929688,8334600,ABNB
2022-07-15,94.66000366210938,94.66000366210938,95.6500015258789,90.66000366210938,92.55000305175781,7494300,ABNB
2022-07-18,97.66999816894531,97.66999816894531,101.87999725341797,95.9800033569336,96.77999877929688,7171500,ABNB
2022-07-19,102.19999694824219,102.19999694824219,102.70999908447266,98.76000213623047,99.69999694824219,5603800,ABNB
2022-07-20,107.7300033569336,107.7300033569336,108.91999816894531,102.75,103.11000061035156,6834100,ABNB
2022-07-21,108.13999938964844,108.13999938964844,108.5,104.41000366210938,106.9800033569336,4284900,ABNB
2022-07-22,103.97000122070312,103.97000122070312,110.0999984741211,102.93000030517578,108.30999755859375,4237300,ABNB
2022-07-25,104.94999694824219,104.94999694824219,105.26000213623047,101.47899627685547,103.77999877929688,3142900,ABNB
2022-07-26,101.91000366210938,101.91000366210938,103.62999725341797,101.0999984741211,102.37999725341797,4191000,ABNB
2022-07-27,107.36000061035156,107.36000061035156,107.98500061035156,104.05999755859375,105.79000091552734,5362700,ABNB
2022-07-28,108.83999633789062,108.83999633789062,110.05999755859375,104.68000030517578,108.16999816894531,4471900,ABNB
2022-07-29,110.9800033569336,110.9800033569336,111.16000366210938,107.11000061035156,108.19499969482422,4634600,ABNB
2022-08-01,111.19999694824219,111.19999694824219,113.95999908447266,107.4800033569336,110.0,6019500,ABNB
2022-08-02,116.33999633789062,116.33999633789062,117.77999877929688,111.0999984741211,111.66999816894531,15208200,ABNB
2022-08-03,115.0199966430664,115.0199966430664,115.56999969482422,107.6500015258789,108.2249984741211,23354900,ABNB
2022-08-04,119.22000122070312,119.22000122070312,119.23999786376953,114.25499725341797,114.30999755859375,9180300,ABNB
2022-08-05,117.11000061035156,117.11000061035156,118.87000274658203,114.81999969482422,115.5199966430664,6490700,ABNB
2022-08-08,115.81999969482422,115.81999969482422,119.63999938964844,115.43000030517578,118.15499877929688,5382900,ABNB
2022-08-09,114.44000244140625,114.44000244140625,115.66999816894531,112.80000305175781,115.0,4201200,ABNB
2022-08-10,118.7300033569336,118.7300033569336,120.33999633789062,116.30000305175781,119.33000183105469,5529000,ABNB
2022-08-11,121.5,121.5,127.08999633789062,120.95999908447266,121.30000305175781,8110100,ABNB
2022-08-12,124.51000213623047,124.51000213623047,125.0,121.12000274658203,122.80000305175781,5008500,ABNB
2022-08-15,126.04000091552734,126.04000091552734,126.43499755859375,123.19999694824219,123.55000305175781,4884700,ABNB
2022-08-16,124.18000030517578,124.18000030517578,125.41999816894531,122.62000274658203,124.2300033569336,4243250,ABNB
2022-06-13,0.6700000166893005,0.6700000166893005,0.7400000095367432,0.6600000262260437,0.699999988079071,1213200,PSHG
2022-06-14,0.7300000190734863,0.7300000190734863,0.949999988079071,0.6499999761581421,0.6800000071525574,7719700,PSHG
2022-06-15,0.6899999976158142,0.6899999976158142,0.7599999904632568,0.6800000071525574,0.7099999785423279,1313000,PSHG
2022-06-16,0.6899999976158142,0.6899999976158142,0.7200000286102295,0.6499999761581421,0.6899999976158142,1423300,PSHG
2022-06-17,0.6600000262260437,0.6600000262260437,0.6800000071525574,0.6499999761581421,0.6800000071525574,829300,PSHG
2022-06-21,0.6899999976158142,0.6899999976158142,0.7300000190734863,0.6499999761581421,0.6499999761581421,969200,PSHG
2022-06-22,0.6800000071525574,0.6800000071525574,0.7400000095367432,0.5699999928474426,0.6899999976158142,1994500,PSHG
2022-06-23,0.6700000166893005,0.6700000166893005,0.7300000190734863,0.6399999856948853,0.6800000071525574,901100,PSHG
2022-06-24,0.6600000262260437,0.6600000262260437,0.6899999976158142,0.6600000262260437,0.6600000262260437,412200,PSHG
2022-06-27,0.6600000262260437,0.6600000262260437,0.6800000071525574,0.6299999952316284,0.6600000262260437,680900,PSHG
2022-06-28,0.6200000047683716,0.6200000047683716,0.6600000262260437,0.6200000047683716,0.6600000262260437,415200,PSHG
2022-06-29,0.5799999833106995,0.5799999833106995,0.6499999761581421,0.5600000023841858,0.6299999952316284,744900,PSHG
2022-06-30,0.550000011920929,0.550000011920929,0.6000000238418579,0.550000011920929,0.6000000238418579,331400,PSHG
2022-07-01,0.6000000238418579,0.6000000238418579,0.6200000047683716,0.5400000214576721,0.5699999928474426,721700,PSHG
2022-07-05,0.5899999737739563,0.5899999737739563,0.6399999856948853,0.550000011920929,0.6100000143051147,833600,PSHG
2022-07-06,0.6399999856948853,0.6399999856948853,0.6700000166893005,0.5600000023841858,0.5600000023841858,2048400,PSHG
2022-07-07,0.6299999952316284,0.6299999952316284,0.6899999976158142,0.6100000143051147,0.6399999856948853,1410200,PSHG
2022-07-08,0.6299999952316284,0.6299999952316284,0.6800000071525574,0.6000000238418579,0.6200000047683716,504200,PSHG
2022-07-11,0.6100000143051147,0.6100000143051147,0.6399999856948853,0.6100000143051147,0.6299999952316284,267400,PSHG
2022-07-12,0.5699999928474426,0.5699999928474426,0.6100000143051147,0.550000011920929,0.6000000238418579,666400,PSHG
2022-07-13,0.550000011920929,0.550000011920929,0.5799999833106995,0.5,0.550000011920929,414900,PSHG
2022-07-14,0.550000011920929,0.550000011920929,0.5699999928474426,0.5099999904632568,0.5400000214576721,549200,PSHG
2022-07-15,0.550000011920929,0.550000011920929,0.6200000047683716,0.5199999809265137,0.5400000214576721,2007100,PSHG
2022-07-18,0.23000000417232513,0.23000000417232513,0.5699999928474426,0.23000000417232513,0.5600000023841858,21219200,PSHG
2022-07-19,0.25,0.25,0.25999999046325684,0.23999999463558197,0.23999999463558197,11080100,PSHG
2022-07-20,0.23999999463558197,0.23999999463558197,0.25999999046325684,0.23999999463558197,0.25,6381000,PSHG
2022-07-21,0.25,0.25,0.25,0.23999999463558197,0.25,2868100,PSHG
2022-07-22,0.23999999463558197,0.23999999463558197,0.25,0.23999999463558197,0.25,4175800,PSHG
2022-07-25,0.23000000417232513,0.23000000417232513,0.25,0.23000000417232513,0.23999999463558197,4400200,PSHG
2022-07-26,0.23999999463558197,0.23999999463558197,0.23999999463558197,0.23000000417232513,0.23000000417232513,2737800,PSHG
2022-07-27,0.23999999463558197,0.23999999463558197,0.23999999463558197,0.23000000417232513,0.23999999463558197,3033000,PSHG
2022-07-28,0.30000001192092896,0.30000001192092896,0.33000001311302185,0.25,0.25,20821200,PSHG
2022-07-29,0.2800000011920929,0.2800000011920929,0.28999999165534973,0.25999999046325684,0.28999999165534973,3563700,PSHG
2022-08-01,0.36000001430511475,0.36000001430511475,0.4000000059604645,0.28999999165534973,0.3400000035762787,14624500,PSHG
2022-08-02,0.3799999952316284,0.3799999952316284,0.47999998927116394,0.36000001430511475,0.4300000071525574,14901600,PSHG
2022-08-03,0.38999998569488525,0.38999998569488525,0.4099999964237213,0.3499999940395355,0.4000000059604645,5199000,PSHG
2022-08-04,0.4000000059604645,0.4000000059604645,0.47999998927116394,0.3700000047683716,0.4000000059604645,8337500,PSHG
2022-08-05,0.3499999940395355,0.3499999940395355,0.3799999952316284,0.3400000035762787,0.3700000047683716,4579700,PSHG
2022-08-08,0.3499999940395355,0.3499999940395355,0.36000001430511475,0.3400000035762787,0.3499999940395355,3162700,PSHG
2022-08-09,0.4099999964237213,0.4099999964237213,0.41999998688697815,0.3499999940395355,0.3499999940395355,6137100,PSHG
2022-08-10,0.5199999809265137,0.5199999809265137,0.5799999833106995,0.4099999964237213,0.4099999964237213,18449300,PSHG
2022-08-11,0.6200000047683716,0.6200000047683716,0.6499999761581421,0.5199999809265137,0.6200000047683716,18418600,PSHG
2022-08-12,0.3400000035762787,0.3400000035762787,0.36000001430511475,0.28999999165534973,0.33000001311302185,57888700,PSHG
2022-08-15,0.36000001430511475,0.36000001430511475,0.38999998569488525,0.3400000035762787,0.38999998569488525,20920000,PSHG
2022-08-16,0.35670000314712524,0.35670000314712524,0.36000001430511475,0.3409999907016754,0.35499998927116394,8429539,PSHG
2022-06-13,373.3870849609375,375.0,381.80999755859375,373.29998779296875,379.8500061035156,170004900,SPY
2022-06-14,372.2619323730469,373.8699951171875,377.94000244140625,370.5899963378906,376.8500061035156,104011800,SPY
2022-06-15,377.56903076171875,379.20001220703125,383.8999938964844,372.1199951171875,377.3599853515625,125666800,SPY
2022-06-16,365.072998046875,366.6499938964844,370.94000244140625,364.0799865722656,370.510009765625,134473300,SPY
2022-06-17,365.8599853515625,365.8599853515625,369.3800048828125,362.1700134277344,365.510009765625,111113900,SPY
2022-06-21,375.07000732421875,375.07000732421875,376.5299987792969,371.80999755859375,371.8900146484375,76811900,SPY
2022-06-22,374.3900146484375,374.3900146484375,378.7200012207031,370.17999267578125,370.6199951171875,90059400,SPY
2022-06-23,378.05999755859375,378.05999755859375,378.8299865722656,372.8900146484375,376.6400146484375,79292100,SPY
2022-06-24,390.0799865722656,390.0799865722656,390.0899963378906,381.3699951171875,381.3999938964844,98050300,SPY
2022-06-27,388.5899963378906,388.5899963378906,391.3599853515625,387.44000244140625,391.04998779296875,66009600,SPY
2022-06-28,380.6499938964844,380.6499938964844,393.1600036621094,380.5299987792969,390.2300109863281,86548900,SPY
2022-06-29,380.3399963378906,380.3399963378906,382.2699890136719,378.4200134277344,381.2300109863281,65676000,SPY
2022-06-30,377.25,377.25,380.6600036621094,372.55999755859375,376.239990234375,112508300,SPY
2022-07-01,381.239990234375,381.239990234375,381.70001220703125,373.79998779296875,376.55999755859375,74839700,SPY
2022-07-05,381.9599914550781,381.9599914550781,381.9800109863281,372.8999938964844,375.8800048828125,81438000,SPY
2022-07-06,383.25,383.25,385.8699951171875,379.6000061035156,382.1099853515625,70426200,SPY
2022-07-07,388.989990234375,388.989990234375,389.8299865722656,383.2699890136719,385.1199951171875,64525900,SPY
2022-07-08,388.6700134277344,388.6700134277344,390.6400146484375,385.6600036621094,387.2699890136719,72397800,SPY
2022-07-11,384.2300109863281,384.2300109863281,386.8699951171875,383.5,385.8500061035156,58366900,SPY
2022-07-12,380.8299865722656,380.8299865722656,386.1600036621094,378.989990234375,383.6499938964844,62219200,SPY
2022-07-13,378.8299865722656,378.8299865722656,381.9200134277344,374.6600036621094,375.1000061035156,84224600,SPY
2022-07-14,377.9100036621094,377.9100036621094,379.04998779296875,371.0400085449219,373.6099853515625,89704800,SPY
2022-07-15,385.1300048828125,385.1300048828125,385.25,380.5400085449219,382.54998779296875,79060400,SPY
2022-07-18,381.95001220703125,381.95001220703125,389.0899963378906,380.6600036621094,388.3800048828125,63203600,SPY
2022-07-19,392.2699890136719,392.2699890136719,392.8699951171875,385.3900146484375,386.0799865722656,78506000,SPY
2022-07-20,394.7699890136719,394.7699890136719,396.260009765625,391.0299987792969,392.4700012207031,71843800,SPY
2022-07-21,398.7900085449219,398.7900085449219,398.8399963378906,391.6300048828125,394.1600036621094,64903900,SPY
2022-07-22,395.0899963378906,395.0899963378906,400.17999267578125,392.75,398.9200134277344,72197300,SPY
2022-07-25,395.57000732421875,395.57000732421875,396.4700012207031,393.2099914550781,395.75,53631500,SPY
2022-07-26,390.8900146484375,390.8900146484375,394.05999755859375,389.95001220703125,393.8399963378906,52946400,SPY
2022-07-27,401.0400085449219,401.0400085449219,402.8800048828125,394.04998779296875,394.3599853515625,82342100,SPY
2022-07-28,406.07000732421875,406.07000732421875,406.79998779296875,398.1499938964844,401.8900146484375,73966600,SPY
2022-07-29,411.989990234375,411.989990234375,413.0299987792969,406.7699890136719,407.5799865722656,86921200,SPY
2022-08-01,410.7699890136719,410.7699890136719,413.4100036621094,408.3999938964844,409.1499938964844,69997500,SPY
2022-08-02,408.05999755859375,408.05999755859375,413.0,406.82000732421875,409.1199951171875,63435400,SPY
2022-08-03,414.45001220703125,414.45001220703125,415.67999267578125,410.0,410.29998779296875,67820600,SPY
2022-08-04,414.1700134277344,414.1700134277344,415.0899963378906,412.44000244140625,414.3699951171875,45656600,SPY
2022-08-05,413.4700012207031,413.4700012207031,414.1499938964844,409.6000061035156,409.6600036621094,56755600,SPY
2022-08-08,412.989990234375,412.989990234375,417.6199951171875,411.8299865722656,415.25,53886100,SPY
2022-08-09,411.3500061035156,411.3500061035156,412.75,410.2200012207031,412.2200012207031,44931800,SPY
2022-08-10,419.989990234375,419.989990234375,420.1400146484375,416.7200012207031,418.7799987792969,68665700,SPY
2022-08-11,419.989990234375,419.989990234375,424.95001220703125,419.2099914550781,422.989990234375,59489700,SPY
2022-08-12,427.1000061035156,427.1000061035156,427.2099914550781,421.0299987792969,422.0299987792969,61644600,SPY
2022-08-15,428.8599853515625,428.8599853515625,429.4100036621094,424.7099914550781,424.7699890136719,54048300,SPY
2022-08-16,429.70001220703125,429.70001220703125,431.7300109863281,426.8800048828125,427.7300109863281,57589116,SPY
